889 2914
191 322 0.05263157894736842
399 191 0.125
191 399 0.017857142857142856
402 191 0.125
191 402 1.0
236 193 0.08333333333333333
193 236 0.2
271 193 0.08333333333333333
193 271 0.14285714285714285
280 193 0.08333333333333333
193 280 0.125
333 193 0.08333333333333333
193 333 0.3333333333333333
344 193 0.08333333333333333
193 344 0.1111111111111111
351 193 0.08333333333333333
193 351 0.06666666666666667
356 193 0.08333333333333333
193 356 0.0625
359 193 0.08333333333333333
193 359 0.5
233 196 0.16666666666666666
196 233 0.05
237 196 0.16666666666666666
196 237 0.045454545454545456
245 196 0.16666666666666666
196 245 0.25
213 197 0.14285714285714285
197 213 0.3333333333333333
247 197 0.14285714285714285
197 247 0.0625
273 197 0.14285714285714285
197 273 0.010869565217391304
285 197 0.14285714285714285
197 285 0.045454545454545456
317 197 0.14285714285714285
197 317 0.05555555555555555
335 197 0.14285714285714285
197 335 0.25
204 199 0.038461538461538464
199 204 0.01818181818181818
206 199 0.038461538461538464
199 206 0.3333333333333333
212 199 0.038461538461538464
199 212 0.05263157894736842
225 199 0.038461538461538464
199 225 0.16666666666666666
233 199 0.038461538461538464
199 233 0.05
239 199 0.038461538461538464
199 239 0.05555555555555555
247 199 0.038461538461538464
199 247 0.0625
256 199 0.038461538461538464
199 256 0.14285714285714285
259 199 0.038461538461538464
199 259 0.045454545454545456
260 199 0.038461538461538464
199 260 0.047619047619047616
266 199 0.038461538461538464
199 266 0.05263157894736842
269 199 0.038461538461538464
199 269 0.5
273 199 0.038461538461538464
199 273 0.010869565217391304
281 199 0.038461538461538464
199 281 0.07692307692307693
285 199 0.038461538461538464
199 285 0.045454545454545456
299 199 0.038461538461538464
199 299 0.0625
316 199 0.038461538461538464
199 316 0.14285714285714285
317 199 0.038461538461538464
199 317 0.05555555555555555
325 199 0.038461538461538464
199 325 0.5
328 199 0.038461538461538464
199 328 0.1111111111111111
337 199 0.038461538461538464
199 337 0.0625
351 199 0.038461538461538464
199 351 0.06666666666666667
205 201 1.0
201 205 0.05263157894736842
273 202 0.25
202 273 0.010869565217391304
222 203 0.5
203 222 1.0
209 204 0.01818181818181818
204 209 0.2
230 204 0.01818181818181818
204 230 0.030303030303030304
231 204 0.01818181818181818
204 231 0.14285714285714285
237 204 0.01818181818181818
204 237 0.045454545454545456
239 204 0.01818181818181818
204 239 0.05555555555555555
255 204 0.01818181818181818
204 255 0.125
266 204 0.01818181818181818
204 266 0.05263157894736842
273 204 0.01818181818181818
204 273 0.010869565217391304
306 204 0.01818181818181818
204 306 0.1111111111111111
343 204 0.01818181818181818
204 343 0.25
347 204 0.01818181818181818
204 347 0.16666666666666666
356 204 0.01818181818181818
204 356 0.0625
361 204 0.01818181818181818
204 361 0.09090909090909091
364 204 0.01818181818181818
204 364 0.07142857142857142
370 204 0.01818181818181818
204 370 0.0625
374 204 0.01818181818181818
204 374 0.5
380 204 0.01818181818181818
204 380 0.02857142857142857
387 204 0.01818181818181818
204 387 0.3333333333333333
388 204 0.01818181818181818
204 388 0.16666666666666666
392 204 0.01818181818181818
204 392 0.07142857142857142
393 204 0.01818181818181818
204 393 0.045454545454545456
399 204 0.01818181818181818
204 399 0.017857142857142856
404 204 0.01818181818181818
204 404 0.06666666666666667
407 204 0.01818181818181818
204 407 0.16666666666666666
410 204 0.01818181818181818
204 410 0.047619047619047616
416 204 0.01818181818181818
204 416 0.02040816326530612
421 204 0.01818181818181818
204 421 0.07142857142857142
431 204 0.01818181818181818
204 431 0.00980392156862745
433 204 0.01818181818181818
204 433 0.041666666666666664
437 204 0.01818181818181818
204 437 0.08333333333333333
447 204 0.01818181818181818
204 447 0.03125
448 204 0.01818181818181818
204 448 0.027777777777777776
452 204 0.01818181818181818
204 452 0.05263157894736842
453 204 0.01818181818181818
204 453 0.038461538461538464
455 204 0.01818181818181818
204 455 0.0625
456 204 0.01818181818181818
204 456 0.07142857142857142
458 204 0.01818181818181818
204 458 0.047619047619047616
461 204 0.01818181818181818
204 461 0.1
471 204 0.01818181818181818
204 471 0.05263157894736842
488 204 0.01818181818181818
204 488 0.14285714285714285
491 204 0.01818181818181818
204 491 0.25
508 204 0.01818181818181818
204 508 0.1111111111111111
526 204 0.01818181818181818
204 526 0.08333333333333333
531 204 0.01818181818181818
204 531 0.1111111111111111
536 204 0.01818181818181818
204 536 0.016666666666666666
543 204 0.01818181818181818
204 543 0.07692307692307693
555 204 0.01818181818181818
204 555 0.14285714285714285
560 204 0.01818181818181818
204 560 0.07142857142857142
565 204 0.01818181818181818
204 565 1.0
209 205 0.05263157894736842
205 209 0.2
214 205 0.05263157894736842
205 214 0.14285714285714285
215 205 0.05263157894736842
205 215 0.2
237 205 0.05263157894736842
205 237 0.045454545454545456
254 205 0.05263157894736842
205 254 0.14285714285714285
258 205 0.05263157894736842
205 258 0.09090909090909091
259 205 0.05263157894736842
205 259 0.045454545454545456
260 205 0.05263157894736842
205 260 0.047619047619047616
261 205 0.05263157894736842
205 261 0.25
262 205 0.05263157894736842
205 262 0.5
263 205 0.05263157894736842
205 263 0.16666666666666666
306 206 0.3333333333333333
206 306 0.1111111111111111
380 206 0.3333333333333333
206 380 0.02857142857142857
221 207 0.14285714285714285
207 221 0.3333333333333333
230 207 0.14285714285714285
207 230 0.030303030303030304
337 209 0.2
209 337 0.0625
355 209 0.2
209 355 1.0
233 210 0.16666666666666666
210 233 0.05
257 210 0.16666666666666666
210 257 0.09090909090909091
258 210 0.16666666666666666
210 258 0.09090909090909091
260 210 0.16666666666666666
210 260 0.047619047619047616
261 210 0.16666666666666666
210 261 0.25
228 211 0.3333333333333333
211 228 0.1111111111111111
237 211 0.3333333333333333
211 237 0.045454545454545456
223 212 0.05263157894736842
212 223 0.07692307692307693
224 212 0.05263157894736842
212 224 0.058823529411764705
254 212 0.05263157894736842
212 254 0.14285714285714285
260 212 0.05263157894736842
212 260 0.047619047619047616
266 212 0.05263157894736842
212 266 0.05263157894736842
281 212 0.05263157894736842
212 281 0.07692307692307693
293 212 0.05263157894736842
212 293 1.0
294 212 0.05263157894736842
212 294 1.0
328 212 0.05263157894736842
212 328 0.1111111111111111
332 212 0.05263157894736842
212 332 1.0
373 212 0.05263157894736842
212 373 0.3333333333333333
399 212 0.05263157894736842
212 399 0.017857142857142856
486 212 0.05263157894736842
212 486 0.14285714285714285
216 213 0.3333333333333333
213 216 0.07142857142857142
221 213 0.3333333333333333
213 221 0.3333333333333333
227 214 0.14285714285714285
214 227 0.25
230 215 0.2
215 230 0.030303030303030304
224 216 0.07142857142857142
216 224 0.058823529411764705
233 216 0.07142857142857142
216 233 0.05
237 216 0.07142857142857142
216 237 0.045454545454545456
248 216 0.07142857142857142
216 248 0.25
258 216 0.07142857142857142
216 258 0.09090909090909091
259 216 0.07142857142857142
216 259 0.045454545454545456
270 216 0.07142857142857142
216 270 0.2
275 216 0.07142857142857142
216 275 0.125
286 216 0.07142857142857142
216 286 0.3333333333333333
239 218 0.25
218 239 0.05555555555555555
536 218 0.25
218 536 0.016666666666666666
710 218 0.25
218 710 0.07142857142857142
230 219 0.25
219 230 0.030303030303030304
247 219 0.25
219 247 0.0625
267 219 0.25
219 267 0.16666666666666666
282 219 0.25
219 282 0.5
286 220 0.5
220 286 0.3333333333333333
233 223 0.07692307692307693
223 233 0.05
260 223 0.07692307692307693
223 260 0.047619047619047616
266 223 0.07692307692307693
223 266 0.05263157894736842
285 223 0.07692307692307693
223 285 0.045454545454545456
303 223 0.07692307692307693
223 303 0.25
323 223 0.07692307692307693
223 323 0.5
353 223 0.07692307692307693
223 353 0.3333333333333333
368 223 0.07692307692307693
223 368 0.09090909090909091
404 223 0.07692307692307693
223 404 0.06666666666666667
453 223 0.07692307692307693
223 453 0.038461538461538464
233 224 0.058823529411764705
224 233 0.05
237 224 0.058823529411764705
224 237 0.045454545454545456
240 224 0.058823529411764705
224 240 0.2
247 224 0.058823529411764705
224 247 0.0625
254 224 0.058823529411764705
224 254 0.14285714285714285
258 224 0.058823529411764705
224 258 0.09090909090909091
260 224 0.058823529411764705
224 260 0.047619047619047616
267 224 0.058823529411764705
224 267 0.16666666666666666
273 224 0.058823529411764705
224 273 0.010869565217391304
285 224 0.058823529411764705
224 285 0.045454545454545456
227 225 0.16666666666666666
225 227 0.25
281 225 0.16666666666666666
225 281 0.07692307692307693
341 225 0.16666666666666666
225 341 0.2
227 226 0.25
226 227 0.25
297 226 0.25
226 297 0.2
341 226 0.25
226 341 0.2
237 228 0.1111111111111111
228 237 0.045454545454545456
273 228 0.1111111111111111
228 273 0.010869565217391304
324 228 0.1111111111111111
228 324 0.14285714285714285
361 228 0.1111111111111111
228 361 0.09090909090909091
386 228 0.1111111111111111
228 386 0.045454545454545456
415 228 0.1111111111111111
228 415 0.0625
416 228 0.1111111111111111
228 416 0.02040816326530612
474 228 0.1111111111111111
228 474 0.3333333333333333
232 229 0.3333333333333333
229 232 0.3333333333333333
281 230 0.030303030303030304
230 281 0.07692307692307693
301 230 0.030303030303030304
230 301 0.16666666666666666
328 230 0.030303030303030304
230 328 0.1111111111111111
336 230 0.030303030303030304
230 336 0.2
358 230 0.030303030303030304
230 358 0.16666666666666666
386 230 0.030303030303030304
230 386 0.045454545454545456
393 230 0.030303030303030304
230 393 0.045454545454545456
395 230 0.030303030303030304
230 395 0.25
396 230 0.030303030303030304
230 396 0.07142857142857142
410 230 0.030303030303030304
230 410 0.047619047619047616
433 230 0.030303030303030304
230 433 0.041666666666666664
448 230 0.030303030303030304
230 448 0.027777777777777776
460 230 0.030303030303030304
230 460 0.125
483 230 0.030303030303030304
230 483 0.2
486 230 0.030303030303030304
230 486 0.14285714285714285
503 230 0.030303030303030304
230 503 0.09090909090909091
509 230 0.030303030303030304
230 509 0.125
513 230 0.030303030303030304
230 513 0.07692307692307693
430 231 0.14285714285714285
231 430 0.1
431 231 0.14285714285714285
231 431 0.00980392156862745
455 231 0.14285714285714285
231 455 0.0625
492 231 0.14285714285714285
231 492 0.125
278 232 0.3333333333333333
232 278 0.2
335 232 0.3333333333333333
232 335 0.25
237 233 0.05
233 237 0.045454545454545456
247 233 0.05
233 247 0.0625
248 233 0.05
233 248 0.25
257 233 0.05
233 257 0.09090909090909091
259 233 0.05
233 259 0.045454545454545456
260 233 0.05
233 260 0.047619047619047616
266 233 0.05
233 266 0.05263157894736842
270 233 0.05
233 270 0.2
273 233 0.05
233 273 0.010869565217391304
284 233 0.05
233 284 0.2
285 233 0.05
233 285 0.045454545454545456
304 233 0.05
233 304 1.0
261 234 0.5
234 261 0.25
323 235 1.0
235 323 0.5
319 236 0.2
236 319 0.125
344 236 0.2
236 344 0.1111111111111111
351 236 0.2
236 351 0.06666666666666667
247 237 0.045454545454545456
237 247 0.0625
260 237 0.045454545454545456
237 260 0.047619047619047616
279 237 0.045454545454545456
237 279 1.0
290 237 0.045454545454545456
237 290 0.09090909090909091
311 237 0.045454545454545456
237 311 0.125
324 237 0.045454545454545456
237 324 0.14285714285714285
389 237 0.045454545454545456
237 389 0.16666666666666666
404 237 0.045454545454545456
237 404 0.06666666666666667
455 237 0.045454545454545456
237 455 0.0625
464 237 0.045454545454545456
237 464 0.09090909090909091
491 237 0.045454545454545456
237 491 0.25
508 237 0.045454545454545456
237 508 0.1111111111111111
611 238 0.5
238 611 0.125
242 239 0.05555555555555555
239 242 0.3333333333333333
255 239 0.05555555555555555
239 255 0.125
266 239 0.05555555555555555
239 266 0.05263157894736842
273 239 0.05555555555555555
239 273 0.010869565217391304
317 239 0.05555555555555555
239 317 0.05555555555555555
320 239 0.05555555555555555
239 320 1.0
337 239 0.05555555555555555
239 337 0.0625
349 239 0.05555555555555555
239 349 0.5
372 239 0.05555555555555555
239 372 0.07692307692307693
420 239 0.05555555555555555
239 420 0.25
431 239 0.05555555555555555
239 431 0.00980392156862745
436 239 0.05555555555555555
239 436 0.25
260 240 0.2
240 260 0.047619047619047616
341 241 0.25
241 341 0.2
342 241 0.25
241 342 0.25
344 241 0.25
241 344 0.1111111111111111
357 241 0.25
241 357 1.0
245 242 0.3333333333333333
242 245 0.25
431 242 0.3333333333333333
242 431 0.00980392156862745
396 243 0.16666666666666666
243 396 0.07142857142857142
543 243 0.16666666666666666
243 543 0.07692307692307693
608 243 0.16666666666666666
243 608 0.2
617 243 0.16666666666666666
243 617 0.03125
671 243 0.16666666666666666
243 671 0.2
715 243 0.16666666666666666
243 715 0.2
317 244 0.5
244 317 0.05555555555555555
433 245 0.25
245 433 0.041666666666666664
502 245 0.25
245 502 0.14285714285714285
266 246 0.5
246 266 0.05263157894736842
386 246 0.5
246 386 0.045454545454545456
258 247 0.0625
247 258 0.09090909090909091
260 247 0.0625
247 260 0.047619047619047616
273 247 0.0625
247 273 0.010869565217391304
275 247 0.0625
247 275 0.125
280 247 0.0625
247 280 0.125
288 247 0.0625
247 288 0.5
290 247 0.0625
247 290 0.09090909090909091
250 249 0.25
249 250 0.5
251 249 0.25
249 251 0.5
257 249 0.25
249 257 0.09090909090909091
267 249 0.25
249 267 0.16666666666666666
251 250 0.5
250 251 0.5
263 254 0.14285714285714285
254 263 0.16666666666666666
291 254 0.14285714285714285
254 291 0.5
361 255 0.125
255 361 0.09090909090909091
614 255 0.125
255 614 0.25
630 255 0.125
255 630 0.25
638 255 0.125
255 638 0.3333333333333333
665 255 0.125
255 665 0.1111111111111111
751 255 0.125
255 751 0.125
260 256 0.14285714285714285
256 260 0.047619047619047616
272 256 0.14285714285714285
256 272 0.3333333333333333
281 256 0.14285714285714285
256 281 0.07692307692307693
290 256 0.14285714285714285
256 290 0.09090909090909091
325 256 0.14285714285714285
256 325 0.5
258 257 0.09090909090909091
257 258 0.09090909090909091
267 257 0.09090909090909091
257 267 0.16666666666666666
273 257 0.09090909090909091
257 273 0.010869565217391304
288 257 0.09090909090909091
257 288 0.5
290 257 0.09090909090909091
257 290 0.09090909090909091
309 257 0.09090909090909091
257 309 0.3333333333333333
270 258 0.09090909090909091
258 270 0.2
275 258 0.09090909090909091
258 275 0.125
285 258 0.09090909090909091
258 285 0.045454545454545456
260 259 0.045454545454545456
259 260 0.047619047619047616
269 259 0.045454545454545456
259 269 0.5
270 259 0.045454545454545456
259 270 0.2
275 259 0.045454545454545456
259 275 0.125
281 259 0.045454545454545456
259 281 0.07692307692307693
289 259 0.045454545454545456
259 289 0.07692307692307693
290 259 0.045454545454545456
259 290 0.09090909090909091
317 259 0.045454545454545456
259 317 0.05555555555555555
319 259 0.045454545454545456
259 319 0.125
336 259 0.045454545454545456
259 336 0.2
350 259 0.045454545454545456
259 350 0.16666666666666666
351 259 0.045454545454545456
259 351 0.06666666666666667
377 259 0.045454545454545456
259 377 0.14285714285714285
399 259 0.045454545454545456
259 399 0.017857142857142856
410 259 0.045454545454545456
259 410 0.047619047619047616
263 260 0.047619047619047616
260 263 0.16666666666666666
266 260 0.047619047619047616
260 266 0.05263157894736842
275 260 0.047619047619047616
260 275 0.125
286 260 0.047619047619047616
260 286 0.3333333333333333
290 260 0.047619047619047616
260 290 0.09090909090909091
299 260 0.047619047619047616
260 299 0.0625
315 260 0.047619047619047616
260 315 0.5
317 260 0.047619047619047616
260 317 0.05555555555555555
274 261 0.25
261 274 0.5
550 262 0.5
262 550 0.02
296 263 0.16666666666666666
263 296 1.0
285 266 0.05263157894736842
266 285 0.045454545454545456
289 266 0.05263157894736842
266 289 0.07692307692307693
299 266 0.05263157894736842
266 299 0.0625
317 266 0.05263157894736842
266 317 0.05555555555555555
322 266 0.05263157894736842
266 322 0.05263157894736842
337 266 0.05263157894736842
266 337 0.0625
399 266 0.05263157894736842
266 399 0.017857142857142856
405 266 0.05263157894736842
266 405 0.2
464 266 0.05263157894736842
266 464 0.09090909090909091
270 268 1.0
268 270 0.2
285 271 0.14285714285714285
271 285 0.045454545454545456
291 271 0.14285714285714285
271 291 0.5
319 271 0.14285714285714285
271 319 0.125
337 271 0.14285714285714285
271 337 0.0625
351 271 0.14285714285714285
271 351 0.06666666666666667
273 272 0.3333333333333333
272 273 0.010869565217391304
280 273 0.010869565217391304
273 280 0.125
285 273 0.010869565217391304
273 285 0.045454545454545456
290 273 0.010869565217391304
273 290 0.09090909090909091
300 273 0.010869565217391304
273 300 0.5
308 273 0.010869565217391304
273 308 0.16666666666666666
310 273 0.010869565217391304
273 310 0.5
317 273 0.010869565217391304
273 317 0.05555555555555555
322 273 0.010869565217391304
273 322 0.05263157894736842
347 273 0.010869565217391304
273 347 0.16666666666666666
348 273 0.010869565217391304
273 348 0.2
361 273 0.010869565217391304
273 361 0.09090909090909091
364 273 0.010869565217391304
273 364 0.07142857142857142
370 273 0.010869565217391304
273 370 0.0625
380 273 0.010869565217391304
273 380 0.02857142857142857
381 273 0.010869565217391304
273 381 0.09090909090909091
385 273 0.010869565217391304
273 385 0.1111111111111111
386 273 0.010869565217391304
273 386 0.045454545454545456
388 273 0.010869565217391304
273 388 0.16666666666666666
389 273 0.010869565217391304
273 389 0.16666666666666666
392 273 0.010869565217391304
273 392 0.07142857142857142
396 273 0.010869565217391304
273 396 0.07142857142857142
398 273 0.010869565217391304
273 398 0.07692307692307693
399 273 0.010869565217391304
273 399 0.017857142857142856
408 273 0.010869565217391304
273 408 0.05555555555555555
415 273 0.010869565217391304
273 415 0.0625
416 273 0.010869565217391304
273 416 0.02040816326530612
426 273 0.010869565217391304
273 426 0.09090909090909091
428 273 0.010869565217391304
273 428 0.1
429 273 0.010869565217391304
273 429 0.5
430 273 0.010869565217391304
273 430 0.1
431 273 0.010869565217391304
273 431 0.00980392156862745
434 273 0.010869565217391304
273 434 0.058823529411764705
441 273 0.010869565217391304
273 441 0.2
442 273 0.010869565217391304
273 442 0.1
447 273 0.010869565217391304
273 447 0.03125
448 273 0.010869565217391304
273 448 0.027777777777777776
449 273 0.010869565217391304
273 449 0.038461538461538464
458 273 0.010869565217391304
273 458 0.047619047619047616
460 273 0.010869565217391304
273 460 0.125
462 273 0.010869565217391304
273 462 0.1111111111111111
463 273 0.010869565217391304
273 463 0.1
465 273 0.010869565217391304
273 465 0.1
471 273 0.010869565217391304
273 471 0.05263157894736842
475 273 0.010869565217391304
273 475 0.3333333333333333
483 273 0.010869565217391304
273 483 0.2
487 273 0.010869565217391304
273 487 0.08333333333333333
492 273 0.010869565217391304
273 492 0.125
494 273 0.010869565217391304
273 494 0.25
496 273 0.010869565217391304
273 496 0.07142857142857142
499 273 0.010869565217391304
273 499 0.08333333333333333
505 273 0.010869565217391304
273 505 0.25
519 273 0.010869565217391304
273 519 0.25
527 273 0.010869565217391304
273 527 0.5
528 273 0.010869565217391304
273 528 0.14285714285714285
536 273 0.010869565217391304
273 536 0.016666666666666666
538 273 0.010869565217391304
273 538 0.037037037037037035
547 273 0.010869565217391304
273 547 0.05555555555555555
548 273 0.010869565217391304
273 548 0.047619047619047616
550 273 0.010869565217391304
273 550 0.02
552 273 0.010869565217391304
273 552 0.058823529411764705
560 273 0.010869565217391304
273 560 0.07142857142857142
568 273 0.010869565217391304
273 568 0.037037037037037035
570 273 0.010869565217391304
273 570 0.1
586 273 0.010869565217391304
273 586 0.125
617 273 0.010869565217391304
273 617 0.03125
691 273 0.010869565217391304
273 691 0.07142857142857142
730 273 0.010869565217391304
273 730 0.2
736 273 0.010869565217391304
273 736 0.023255813953488372
750 273 0.010869565217391304
273 750 0.043478260869565216
751 273 0.010869565217391304
273 751 0.125
770 273 0.010869565217391304
273 770 0.2
834 273 0.010869565217391304
273 834 0.25
284 274 0.5
274 284 0.2
298 275 0.125
275 298 0.25
299 275 0.125
275 299 0.0625
299 276 0.5
276 299 0.0625
317 276 0.5
276 317 0.05555555555555555
314 277 0.3333333333333333
277 314 0.125
301 278 0.2
278 301 0.16666666666666666
335 278 0.2
278 335 0.25
285 280 0.125
280 285 0.045454545454545456
289 280 0.125
280 289 0.07692307692307693
337 280 0.125
280 337 0.0625
372 280 0.125
280 372 0.07692307692307693
282 281 0.07692307692307693
281 282 0.5
290 281 0.07692307692307693
281 290 0.09090909090909091
292 281 0.07692307692307693
281 292 0.5
299 281 0.07692307692307693
281 299 0.0625
317 281 0.07692307692307693
281 317 0.05555555555555555
328 281 0.07692307692307693
281 328 0.1111111111111111
342 281 0.07692307692307693
281 342 0.25
372 283 1.0
283 372 0.07692307692307693
364 284 0.2
284 364 0.07142857142857142
416 284 0.2
284 416 0.02040816326530612
431 284 0.2
284 431 0.00980392156862745
322 285 0.045454545454545456
285 322 0.05263157894736842
337 285 0.045454545454545456
285 337 0.0625
344 285 0.045454545454545456
285 344 0.1111111111111111
351 285 0.045454545454545456
285 351 0.06666666666666667
358 285 0.045454545454545456
285 358 0.16666666666666666
364 285 0.045454545454545456
285 364 0.07142857142857142
370 285 0.045454545454545456
285 370 0.0625
379 285 0.045454545454545456
285 379 0.3333333333333333
381 285 0.045454545454545456
285 381 0.09090909090909091
386 285 0.045454545454545456
285 386 0.045454545454545456
399 285 0.045454545454545456
285 399 0.017857142857142856
376 287 1.0
287 376 0.3333333333333333
319 289 0.07692307692307693
289 319 0.125
322 289 0.07692307692307693
289 322 0.05263157894736842
347 289 0.07692307692307693
289 347 0.16666666666666666
364 289 0.07692307692307693
289 364 0.07142857142857142
372 289 0.07692307692307693
289 372 0.07692307692307693
395 289 0.07692307692307693
289 395 0.25
399 289 0.07692307692307693
289 399 0.017857142857142856
299 290 0.09090909090909091
290 299 0.0625
317 290 0.09090909090909091
290 317 0.05555555555555555
350 290 0.09090909090909091
290 350 0.16666666666666666
468 292 0.5
292 468 0.3333333333333333
636 295 1.0
295 636 0.2
416 297 0.2
297 416 0.02040816326530612
448 297 0.2
297 448 0.027777777777777776
482 297 0.2
297 482 0.029411764705882353
518 297 0.2
297 518 0.125
333 298 0.25
298 333 0.3333333333333333
300 299 0.0625
299 300 0.5
317 299 0.0625
299 317 0.05555555555555555
336 299 0.0625
299 336 0.2
347 299 0.0625
299 347 0.16666666666666666
350 299 0.0625
299 350 0.16666666666666666
364 299 0.0625
299 364 0.07142857142857142
395 299 0.0625
299 395 0.25
410 299 0.0625
299 410 0.047619047619047616
303 301 0.16666666666666666
301 303 0.25
322 301 0.16666666666666666
301 322 0.05263157894736842
386 301 0.16666666666666666
301 386 0.045454545454545456
362 302 1.0
302 362 0.16666666666666666
344 303 0.25
303 344 0.1111111111111111
356 306 0.1111111111111111
306 356 0.0625
432 306 0.1111111111111111
306 432 1.0
315 307 0.5
307 315 0.5
389 307 0.5
307 389 0.16666666666666666
309 308 0.16666666666666666
308 309 0.3333333333333333
317 308 0.16666666666666666
308 317 0.05555555555555555
358 308 0.16666666666666666
308 358 0.16666666666666666
500 310 0.5
310 500 0.14285714285714285
322 311 0.125
311 322 0.05263157894736842
408 311 0.125
311 408 0.05555555555555555
415 311 0.125
311 415 0.0625
436 311 0.125
311 436 0.25
485 311 0.125
311 485 0.14285714285714285
313 312 0.5
312 313 1.0
542 312 0.5
312 542 0.5
319 314 0.125
314 319 0.125
337 314 0.125
314 337 0.0625
351 314 0.125
314 351 0.06666666666666667
356 314 0.125
314 356 0.0625
358 314 0.125
314 358 0.16666666666666666
375 314 0.125
314 375 0.25
361 316 0.14285714285714285
316 361 0.09090909090909091
417 316 0.14285714285714285
316 417 0.1111111111111111
460 316 0.14285714285714285
316 460 0.125
536 316 0.14285714285714285
316 536 0.016666666666666666
568 316 0.14285714285714285
316 568 0.037037037037037035
590 316 0.14285714285714285
316 590 1.0
344 317 0.05555555555555555
317 344 0.1111111111111111
351 317 0.05555555555555555
317 351 0.06666666666666667
364 317 0.05555555555555555
317 364 0.07142857142857142
362 318 0.3333333333333333
318 362 0.16666666666666666
419 318 0.3333333333333333
318 419 0.2
351 319 0.125
319 351 0.06666666666666667
356 319 0.125
319 356 0.0625
364 319 0.125
319 364 0.07142857142857142
431 321 0.2
321 431 0.00980392156862745
546 321 0.2
321 546 0.07142857142857142
550 321 0.2
321 550 0.02
557 321 0.2
321 557 0.0625
604 321 0.2
321 604 0.3333333333333333
350 322 0.05263157894736842
322 350 0.16666666666666666
372 322 0.05263157894736842
322 372 0.07692307692307693
386 322 0.05263157894736842
322 386 0.045454545454545456
399 322 0.05263157894736842
322 399 0.017857142857142856
416 322 0.05263157894736842
322 416 0.02040816326530612
421 322 0.05263157894736842
322 421 0.07142857142857142
428 322 0.05263157894736842
322 428 0.1
438 322 0.05263157894736842
322 438 0.14285714285714285
439 322 0.05263157894736842
322 439 0.14285714285714285
445 322 0.05263157894736842
322 445 0.16666666666666666
386 324 0.14285714285714285
324 386 0.045454545454545456
453 324 0.14285714285714285
324 453 0.038461538461538464
462 324 0.14285714285714285
324 462 0.1111111111111111
709 326 0.25
326 709 0.045454545454545456
772 326 0.25
326 772 0.25
802 326 0.25
326 802 0.1
395 327 0.2
327 395 0.25
417 327 0.2
327 417 0.1111111111111111
418 327 0.2
327 418 0.125
420 327 0.2
327 420 0.25
373 328 0.1111111111111111
328 373 0.3333333333333333
404 329 1.0
329 404 0.06666666666666667
408 330 0.3333333333333333
330 408 0.05555555555555555
421 330 0.3333333333333333
330 421 0.07142857142857142
356 331 0.5
331 356 0.0625
338 333 0.3333333333333333
333 338 1.0
344 334 0.25
334 344 0.1111111111111111
370 334 0.25
334 370 0.0625
410 336 0.2
336 410 0.047619047619047616
490 336 0.2
336 490 0.07692307692307693
347 337 0.0625
337 347 0.16666666666666666
351 337 0.0625
337 351 0.06666666666666667
356 337 0.0625
337 356 0.0625
359 337 0.0625
337 359 0.5
383 337 0.0625
337 383 0.5
410 337 0.0625
337 410 0.047619047619047616
431 339 0.5
339 431 0.00980392156862745
594 339 0.5
339 594 1.0
405 340 1.0
340 405 0.2
342 341 0.2
341 342 0.25
492 343 0.25
343 492 0.125
610 343 0.25
343 610 0.16666666666666666
709 343 0.25
343 709 0.045454545454545456
351 344 0.1111111111111111
344 351 0.06666666666666667
356 344 0.1111111111111111
344 356 0.0625
652 345 0.25
345 652 0.1111111111111111
801 345 0.25
345 801 0.14285714285714285
804 345 0.25
345 804 0.09090909090909091
807 345 0.25
345 807 0.05263157894736842
482 346 1.0
346 482 0.029411764705882353
356 347 0.16666666666666666
347 356 0.0625
431 348 0.2
348 431 0.00980392156862745
458 348 0.2
348 458 0.047619047619047616
560 348 0.2
348 560 0.07142857142857142
613 348 0.2
348 613 0.125
365 350 0.16666666666666666
350 365 0.5
356 351 0.06666666666666667
351 356 0.0625
382 351 0.06666666666666667
351 382 1.0
606 352 0.5
352 606 0.05555555555555555
639 352 0.5
352 639 0.14285714285714285
368 353 0.3333333333333333
353 368 0.09090909090909091
380 353 0.3333333333333333
353 380 0.02857142857142857
380 354 0.25
354 380 0.02857142857142857
448 354 0.25
354 448 0.027777777777777776
504 354 0.25
354 504 0.03225806451612903
511 354 0.25
354 511 0.08333333333333333
373 356 0.0625
356 373 0.3333333333333333
399 356 0.0625
356 399 0.017857142857142856
406 356 0.0625
356 406 0.1111111111111111
386 358 0.16666666666666666
358 386 0.045454545454545456
478 358 0.16666666666666666
358 478 1.0
426 361 0.09090909090909091
361 426 0.09090909090909091
431 361 0.09090909090909091
361 431 0.00980392156862745
433 361 0.09090909090909091
361 433 0.041666666666666664
474 361 0.09090909090909091
361 474 0.3333333333333333
396 362 0.16666666666666666
362 396 0.07142857142857142
510 362 0.16666666666666666
362 510 0.3333333333333333
513 362 0.16666666666666666
362 513 0.07692307692307693
539 362 0.16666666666666666
362 539 0.09090909090909091
424 363 0.5
363 424 0.5
370 364 0.07142857142857142
364 370 0.0625
399 364 0.07142857142857142
364 399 0.017857142857142856
424 364 0.07142857142857142
364 424 0.5
437 364 0.07142857142857142
364 437 0.08333333333333333
548 366 1.0
366 548 0.047619047619047616
399 367 0.3333333333333333
367 399 0.017857142857142856
625 367 0.3333333333333333
367 625 0.2
377 368 0.09090909090909091
